SourceFile,PlazoPresentacionFecha,OrganismoConvocante,InformacionWeb,Presupuesto,Objeto,Score
20251111_Licitaciones.xlsx,11/17/2025,INSTITUTO DE CULTURA DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13578927,14999,"Servicios de gestión y dinamización de la estrategia de dinamización de públicos y de gestión 
digital del festival Danza Metropolitana 2026",4
20251111_Licitaciones.xlsx,11/25/2025,VICEPRESIDENCIA DE LA FUNDACIÓN MUNICIPAL DE CULTURA DE SIERO (ASTURIAS),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=yyBruEhMPMzVGIpKDxgsAQ%3D%3D,6611.57,"Contratación para el desarrollo de actividades infantiles y juveniles en Navidad 2025 [Lote 1: NAVIDAD GAMER – Salón de Videojuegos en Lugones - Lote 2: Taller de manualidades de temática navideña]

",2
20251112_Licitaciones.xlsx,11/27/2025,CONSORCI MUSEU NACIONAL DE ART DE CATALUNYA,contractaciopublica.cat/ca/detall-publicacio/f5e8e0d1-7605-4388-9377-8fd9baa48300/300613313,77945,"Diseño, suministro, montaje e instalación de la museografía, e instalación de las obras para distintos proyectos museográficos, con medidas de contratación pública social y ambiental.",1
20251112_Licitaciones.xlsx,11/27/2025,MINISTERIO DE SANIDAD. SECRETARÍA GENERAL DE LA AGENCIA ESPAÑOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=svF4orc1OcQtm4eBPtV6eQ%3D%3D,53600,Servicio de organización de eventos online que lleva a cabo la Agencia Española de Medicamentos y Productos Sanitarios (AEMPS).,3
20251112_Licitaciones.xlsx,11/26/2025,CONSORCI DE POLÍTIQUES AMBIENTALS DE LES TERRES DE L'EBRE (COPATE),contractaciopublica.cat/ca/detall-publicacio/011a163f-cef8-4cd0-bfab-bc00d4c24fc3/300615069,64505,"El objeto del contrato es la prestación de un servicio integral de asesoramiento, planificación, negociación e inserción de publicidad institucional, orientado a garantizar la eficiencia y coherencia de las acciones comunicativas vinculadas a la Reserva de la Biosfera de las Terres de l'Ebre. El servicio incluye el diseño y ejecución de la estrategia publicitaria, la selección de los soportes y canales más adecuados, la negociación de condiciones con los medios de comunicación, la gestión de la inserción de las campañas y el correspondiente seguimiento y análisis de resultados, con el fin de verificar su eficacia e impacto. El objetivo último del contrato es incrementar la visibilidad y el reconocimiento institucional de la Reserva de la Biosfera de las Terres de l'Ebre, promoviendo sus valores, iniciativas y acciones a través de los canales de comunicación más adecuados, y garantizando, al mismo tiempo, una gestión óptima de los recursos públicos mediante una planificación profesionalizada, transparente y eficiente del gasto publicitario.",2
20251112_Licitaciones.xlsx,11/24/2025,AYUNTAMIENTO DE SANT ANDREU DE LA BARCA (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/c2b8a761-78d4-4bfb-8e14-4840f845cfe7/300613091,26005.63,"El objeto del contrato consistirá en la concesión de servicios para la gestión y explotación de la Fiesta de Fin de Año 2026 de Sant Andreu de la Barca, en la pista polideportiva de la escuela Josep Pla, durante la madrugada del 1 de enero de 2026, con un aforo máximo de 1.000 personas. El contrato de gestión y explotación de la Fiesta de fin de año incluye, entre otros, los siguientes servicios: gestión del servicio la barra de bebidas; gestión del servicio de guardarropa; servicio de control de acceso; servicio de vigilancia y seguridad; contratación y coordinación de artistas (DJ, etc.); suministro de aseos portátiles; servicio de montaje y desmontaje; el resto de servicios complementarios necesarios para la ejecución del contrato de conformidad con las previsiones del Pliego de prescripciones técnicas. El contenido y características de estos servicios se detallan en el Pliego de prescripciones técnicas (PPT).",1
20251112_Licitaciones.xlsx,12/12/2025,"CORPORACIÓ CATALANA DE MITJANS AUDIOVISUALS, SA (CCMA, SA)",contractaciopublica.cat/ca/detall-publicacio/b68d09c9-8cdd-4591-b65c-cb74cdc31b83/300610351,600000,"El objeto de esta concurrencia es la contratación por parte de la Corporació Catalana de Mitjans Audiovisuals, S. A. (en adelante CCMA, S. A.) del servicio integral de producción para la corresponsalía de Pequín (China).",2
20251112_Licitaciones.xlsx,12/12/2025,INSTITUTO MUNICIPAL DE LA VIVIENDA Y REHABILITACIÓN DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/4ab2088a-b9d9-429c-9463-bf68c4c334fe/300614694,1260000,"Acuerdo marco de servicios de gestión, organización, dinamización, coordinación, ejecución y valoración de actos y eventos del Departamento de Comunicación de Vivienda del Instituto Municipal de la Vivienda y Rehabilitación de Barcelona (IMHAB), dividido en cinco lotes (25-081). LOTE 1: Actas y Eventos. LOTE 2: Jornadas, conferencias y presentaciones. LOTE 3: Exposiciones. LOTE 4: Ferias y Congresos. LOTE 5: Servicios de restauración.",1
20251112_Licitaciones.xlsx,12/3/2025,"TECSAL, SA",contractaciopublica.cat/ca/detall-publicacio/b08b5dff-9954-4087-b560-93eb5858cbfb/300601884,16200,"Servicio de mantenimiento de la web, gestión de las redes sociales y diseño de un manual de estilo",5
20251112_Licitaciones.xlsx,11/26/2025,CONSEJERO DELEGADO DE LA SOCIEDAD CANARIA DE FOMENTO ECONÓMICO S.A. - PROEXCA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=M%2FlCjAj6DuCkU02jNGj1Fw%3D%3D,45000,"Diseño y montaje de un stand en la Feria Fruit Logística 2025, a celebrar en Berlín del 5 al 7 de abril 2025",2
20251112_Licitaciones.xlsx,12/11/2025,"COMUNIDAD DE MADRID. CONSEJERÍA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES",contratos-publicos.comunidad.madrid/contrato-publico/gestion-dinamizacion-metronomo-locales-ensayo-musica-jovenes-0,202407.74,"El presente contrato tendrá como objeto la prestación del servicio de gestión del centro “Metrónomo” en el que se ubican diez locales de ensayo, así como un estudio de grabación, la supervisión de las instalaciones, así como el desarrollo de un programa de dinamización del centro para las personas usuarias del mismo, todo ello de conformidad a las especificaciones que se contienen en el Pliego de Prescripciones Técnicas",1
20251112_Licitaciones.xlsx,12/1/2025,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE POLÍTICA LINGÜÍSTICA,contractaciopublica.cat/ca/detall-publicacio/5fd29f2d-aa88-481c-b290-56f00bbe1e60/300614542,532350,Apoyo a la administración de las pruebas de lengua catalana correspondientes a la convocatoria 2026.,1
20251112_Licitaciones.xlsx,11/27/2025,AYUNTAMIENTO DE MADRID. DISTRITO DE MORATALAZ,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=A4X8nJcljTaTylGzYmBF9Q%3D%3D,106106.31,El objeto del presente contrato es regular las condiciones que han de regir la contratación del servicio de dotación de infraestructura para la organización de las fiestas del Distrito de Moratalaz para el año 2026.,1
20251112_Licitaciones.xlsx,12/2/2025,AYUNTAMIENTO DE BREDA (GIRONA),contractaciopublica.cat/ca/detall-publicacio/bfb85ff0-6dfc-4d7f-acd1-db19662071cb/300614397,20400,"El objeto del presente contrato consiste en desarrollar las tareas propias del Área de Comunicación del Ayuntamiento de Breda establecidas en la cláusula 1 del Pliego de Prescripciones Técnicas. El Ayuntamiento de Breda, dado que no tiene en su plantilla de personal ningún empleado público que disponga de la competencia profesional para llevar a cabo el presente servicio, resulta necesario contratar este servicio a un profesional suficientemente capacitado para la gestión de las tareas de comunicación, que suponen la creación de la información de las diferentes áreas municipales y su difusión a terceros, especialmente a los aldeanos y aldeanas de Breda",4
20251112_Licitaciones.xlsx,11/25/2025,AYUNTAMIENTO DE ABRERA (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/4f3e28e0-60d9-4664-9026-9ed14949a4ec/300610491,6611.57,"Servicios de streaming, podcast y copia legal de las emisiones de Radio Abrera",2
20251112_Licitaciones.xlsx,11/26/2025,"COMUNIDAD DE MADRID. CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE",contratos-publicos.comunidad.madrid/contrato-publico/servicios-montaje-desmontaje-exposicion-dorothy-iannone-otra-vez-museo-centro-arte,72489.07,Servicios de montaje y desmontaje de la exposición Dorothy Iannone: Una y Otra Vez que se celebrará del 14 de febrero al 30 de agosto de 2026 en el Museo Centro de Arte Dos de Mayo (MCA2M).,1
20251112_Licitaciones.xlsx,12/1/2025,CRUZ ROJA,www2.cruzroja.es/licitaciones,86394,"Tiene por objeto la selección de proveedores, para la contratación, de forma preferencial y prioritaria, pero no exclusiva, de una agencia de medios para Cruz Roja Española (en adelante CRE).",2
20251112_Licitaciones.xlsx,11/19/2025,AYUNTAMIENTO DE BARCELONA. INSTITUT MUNICIPAL DE PERSONES AMB DISCAPACITAT,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13596927,4000,"Elaboración de vídeos cortos con animaciones sobre estigmas y dificultades en el acceso a 
la vivienda.",5
20251112_Licitaciones.xlsx,11/24/2025,GENERALITAT DE CATALUNYA.DEPARTAMENTO DE EDUCACIÓN Y FORMACIÓN PROFESIONAL. SERVICIOS CENTRALES DEL DEPARTAMENTO DE EDUCACIÓN,contractaciopublica.cat/es/detall-publicacio/300613566,10940,"Diseño y maquetación de las pruebas de certificado de los niveles B1, B2, C1 y C2",3
20251112_Licitaciones.xlsx,11/14/2025,CONCEJAL DE CONTRATACIÓN DEL AYUNTAMIENTO DE PINTO (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kRpmgSX9kos3vLk2DU2Ddg%3D%3D,4800,Suministro de photocall y lona para la Villa de la Navidad 2025,1
20251112_Licitaciones.xlsx,11/20/2025,MINISTERIO DE CULTURA. DIRECCIÓN GENERAL DEL INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0mo1Ya5NRXZVq4S9zvaQpQ%3D%3D,33057.85,"UADG - Comisariado artístico para la Cuatrienal de Praga, en el marco del convenio entre el INAEM, Acción Cultural, la AECID, la Comunidad de Madrid, la RESAD y el Instituto Cervantes para la organización de la participación de España en la decimosexta edición de la Cuatrienal de Praga.",1
20251112_Licitaciones.xlsx,12/4/2025,MINISTERIO DE CULTURA. DIRECCIÓN DEL MUSEO NACIONAL DEL PRADO,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=nk31U4pXvBV9PLkba5eRog%3D%3D,180000,"Servicio de montaje y desmontaje de la exposición ""El Prado del siglo XXI""",1
20251112_Licitaciones.xlsx,,AYUNTAMIENTO DE LEGANÉS (MADRID),www.leganes.org,,"Realización un Mercado y Feria de Navidad, el cual estará ubicado
 
en distintos espacios del municipio dentro de la programación de las Fiestas Navidad 2025-
 
Reyes 2026",1
20251113_Licitaciones.xlsx,11/27/2025,INSTITUTO DE CULTURA DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/12aea821-9ca7-46f5-98c7-5f56a7aa7a17/300615094,130012.9,"Servicio de dirección técnica para la organización, producción y ejecución del Festival Grec de Barcelona.",1
20251113_Licitaciones.xlsx,11/26/2025,CONSEJO RECTOR DEL INSTITUTO MUNICIPAL DE TURISMO DE CÓRDOBA (IMTUR),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=agmo8BMq7JUeIBJRHQiPkQ%3D%3D,30000,Servicio de dinamización del stand de la ciudad de Córdoba en la edición de 2026 de la Feria Internacional de Turismo (FITUR).,1
20251113_Licitaciones.xlsx,11/27/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE TORREJÓN DE ARDOZ (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qZ%2BOG8qyoSCFlFRHfEzEaw%3D%3D,70000,Servicio de transporte con conductor y personal de gestión para Plataforma Mercatorrejón y Servicios Tecnológicos,1
20251113_Licitaciones.xlsx,12/1/2025,BARCELONA ACTIVA SAU SPM,contractaciopublica.cat/ca/detall-publicacio/67bfc9f5-e481-4c56-abf2-eb209c8dadfc/300610299,14872.9,"Servicios de asistencia técnica para la conceptualización, diseño, producción y ejecución de los Congresos de Orientación Profesional.",2
20251113_Licitaciones.xlsx,11/28/2025,CONSORCI DE TURISME DEL BAIX LLOBREGAT,contractaciopublica.cat/ca/detall-publicacio/086f54a5-9f91-442e-b491-f833dd424d9c/300606391,10011.24,"Licitación del contrato de servicios de diseño, maquetación, e impresión de los cupones con descuentos para familias del Consorcio de Turismo del Baix Llobregat.",4
20251113_Licitaciones.xlsx,11/28/2025,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES. PRESIDENCIA DEL CONSEJO SUPERIOR DE DEPORTES",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XFaylnErbaeHCIsjvJ3rhQ%3D%3D,17620,"Servicio de edición de cuatro números de la revista digital Mujer y Deporte, así como la edición, impresión, encuadernación y envío al Consejo Superior de Deportes, Federaciones deportivas y Centros de Alto Rendimiento del Anuario Mujer y Deporte",4
20251113_Licitaciones.xlsx,11/18/2025,INSTITUTO DE CULTURA DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13597452,14850,"Servicio de dossier de postpatrocinio de los festivales/eventos Cabalgata, Luz BCN, BCN 
Negra, danza metropolitana, noche de los museos, mundo libro, Grec Festival, La Mercè, BCN 
Dibuja, Festival 42, Encendido de Luz de Navidad, Festival de Navidad en Pl. Ca",4
20251113_Licitaciones.xlsx,11/30/2025,AYUNTAMIENTO DE MADRID. COORDINACIÓN GENERAL DE LA ALCALDÍA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=VMNzkOU2qnzs%2BnLj3vAg5A%3D%3D,88644.72,Servicios de apoyo al acto institucional de entrega de distinciones honoríficas con motivo de la festividad de San Isidro 2026.,0
20251113_Licitaciones.xlsx,12/15/2025,SOCIEDAD PÚBLICA DE GESTIÓN Y PROMOCIÓN TURÍSTICA Y CULTURAL DEL PRINCIPADO DE ASTURIAS S.A.U,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Y2o6Gmekafezz8fXU2i3eQ%3D%3D,5050000,"Servicio de promoción turística, cultural y polo de actividad económica del Principado de Asturias a través de su conectividad aérea directa con los principales mercados europeos. Lote 1 - Conectividad aérea con Londres. Lote 2 - Conectividad aérea con París. Lote 3 - Conectividad aérea con Bruselas. Lote 4 - Conectividad aérea con Lisboa. Lote 5 - Conectividad aérea con Oporto. Lote 6 - Conectividad aérea con Roma. Lote 7 - Conectividad aérea con Milan. Lote 8 - Conectividad aérea con Venecia, Bolonia o Florencia. Lote 9 - Conectividad aérea con Dublin. Lote 10 - Conectividad aérea con Amsterdam. ",4
20251113_Licitaciones.xlsx,12/5/2025,"AYUNTAMIENTO DE MADRID. ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Je547u7rV8zN3k3tjedSGw%3D%3D,196698.95,"Retransmisión en streaming, durante el fin de semana, de los encuentros disputados en los Juegos Deportivos Municipales, así como otros eventos deportivos municipales puntuales",2
20251114_Licitaciones.xlsx,11/28/2025,UNIVERSITAT POMPEU FABRA,contractaciopublica.cat/ca/detall-publicacio/909835f1-8a0a-4860-be0c-154ba08833e8/300617899,30500,"Contratación de los servicios de conceptualización, desarrollo e implementación de una campaña de comunicación estratégica destinada a impulsar y transmitir un nuevo relato de marca de la UPF de acuerdo con el Pliego de Prescripciones Técnicas (PPT).",5
20251114_Licitaciones.xlsx,12/1/2025,AGENCIA CATALANA DE COOPERACIÓN AL DESARROLLO,contractaciopublica.cat/ca/detall-publicacio/d3676bed-6231-488f-a02b-edd71302faa4/300617892,120000,"Servicio de gestión, organización, dinamización, coordinación, ejecución y valoración de eventos de la Agencia Catalana de Cooperación al Desarrollo.",1
20251114_Licitaciones.xlsx,11/28/2025,MANCOMUNITAT DE INICIATIVES PEL DESENVOLUPAMENT INTEGRAL DEL TERRITORI (MIDIT),contractaciopublica.cat/ca/detall-publicacio/10e5a791-1b80-4312-9b9b-a18ac5d831c4/300617720,9500,"Contratación de una empresa que se encargue de la gestión y mantenimiento del Sistema de Inteligencia Turística de la Mancomunitat. El SIT combina herramientas de Big data, Business Intelligence (BI) y analítica predictiva, permitiendo transformar datos dispersos en información estratégica y accesible para la toma de decisiones. Con su arquitectura modular, escalable y segura, el sistema integra fuentes de datos públicos y privados, las procesa en tiempo real y las visualiza mediante cuadros de mando interactivos en Power BI. En su última versión, incorpora a Microsoft Copilot (IA) como asistente cognitivo transversal, que aporta automatización, análisis predictivo y soporte inteligente en todas las capas operativas del sistema. Su objetivo es convertir los datos turísticos en conocimiento útil, promover la innovación digital en el territorio y consolidar en Terres de Mestral como un destino turístico inteligente, competitivo y sostenible",1
